state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count,severity_weight,severity_score,time_severity,norm_crime_count,norm_severity_score,norm_population_density,norm_police_presence_index,norm_street_lighting_index,norm_repeat_offender_rate,norm_time_severity,police_risk,lighting_risk,risk_index,final_risk_index,risk_level,cluster,pca1,pca2
Arunachal Pradesh,Arunachal Pradesh_City_3,Domestic Violence,2022,Night,Winter,12.32076382,83.27209012,11663,0.58135638,0.515492259,0.224271553,181,4,724,7,0.3059360730593606,0.272020725388601,0.5813555913113435,0.477551350231804,0.3941357919923964,0.5487954909565657,1.0,0.5224486497681959,0.6058642080076035,0.4913597252753996,0.5499745168279051,Medium Risk,0,0.4666984234301802,0.0783626141530312
West Bengal,West Bengal_City_3,Assault,2021,Evening,Winter,20.49500065,94.00471441,6642,0.394785837,0.941627636,0.033504282,360,3,1080,5,0.7146118721461187,0.42573402417962,0.3288917940466613,0.2439137500901386,0.9290448204326408,0.0583978226289111,0.6,0.7560862499098613,0.070955179567359,0.4580873983542985,0.507682693589782,Medium Risk,0,0.18430710718216325,0.08187526783920049
Madhya Pradesh,Madhya Pradesh_City_3,Domestic Violence,2019,Night,Winter,21.89631365,73.64219137,13745,0.588697407,0.405421254,0.121100432,202,4,808,7,0.3538812785388128,0.3082901554404145,0.6860418342719228,0.486744333771843,0.2559684922988268,0.283577684401319,1.0,0.5132556662281569,0.7440315077011732,0.4895480532786634,0.5476717349385256,Medium Risk,0,0.48558885772645644,0.030687288657052503
Sikkim,Sikkim_City_2,Human Trafficking,2019,Morning,Summer,31.28775104,83.63567702,16589,0.688267027,0.772920539,0.11632336,200,5,1000,2,0.3493150684931506,0.3911917098445596,0.829042638777152,0.6114328654647458,0.7172742089838662,0.2712974596124802,0.0,0.3885671345352541,0.2827257910161338,0.3422902236815842,0.3604951027024528,Medium Risk,1,-0.5082458050612052,0.08933718483467887
Haryana,Haryana_City_2,Human Trafficking,2020,Morning,Monsoon,31.87204645,83.15195017,1386,0.744894283,0.345150678,0.21481372,200,5,1000,2,0.3493150684931506,0.3911917098445596,0.0646118262268704,0.6823457544005289,0.1803134845436412,0.5244826241512721,0.0,0.3176542455994711,0.8196865154563587,0.3271273088825969,0.341221809494733,Medium Risk,1,-0.43619546817545424,0.08259983357984466
Gujarat,Gujarat_City_5,Domestic Violence,2020,Evening,Winter,31.00881049,73.37162495,9767,0.26963117,0.852598915,0.155668776,276,4,1104,5,0.5228310502283104,0.4360967184801381,0.4860217216411906,0.0871857073121891,0.8172909759416034,0.3724411210206345,0.6,0.9128142926878108,0.1827090240583966,0.4889764483316368,0.5469451787394654,Medium Risk,2,0.15404702523010105,-0.13184617725303585
Uttar Pradesh,Uttar Pradesh_City_5,Harassment,2021,Afternoon,Winter,26.36138989,95.59069692,15322,0.710388165,0.612140136,0.241480042,104,2,208,3,0.1301369863013698,0.0492227979274611,0.765335880933226,0.6391346104005613,0.5154536284762756,0.5930326540548525,0.2,0.3608653895994387,0.4845463715237244,0.2825990203149164,0.2846227470466486,Low Risk,1,-0.40019871321655875,0.1588157899849077
Nagaland,Nagaland_City_3,Stalking,2019,Morning,Winter,14.14930036,85.71844868,10717,0.488618015,0.924712884,0.310278433,125,3,375,2,0.1780821917808218,0.1213298791018998,0.5337892196299275,0.3614174274203031,0.9078124749223369,0.7698898809483185,0.0,0.638582572579697,0.0921875250776631,0.2802539267087889,0.2816419430739545,Low Risk,2,-0.5681019180500861,0.08758156530609398
Andhra Pradesh,Andhra Pradesh_City_3,Domestic Violence,2023,Evening,Winter,14.86924621,90.63523994,12437,0.785566454,0.880939409,0.271855621,195,4,780,5,0.3378995433789954,0.2962003454231433,0.6202735317779565,0.7332784915421655,0.8528655537149401,0.671117920136488,0.6,0.2667215084578345,0.1471344462850599,0.4319128111359482,0.4744126725721876,Medium Risk,1,0.045100469539329,0.33173386208018807
Goa,Goa_City_3,Harassment,2020,Night,Monsoon,30.23302792,72.34141507,9754,0.669286771,0.334411366,0.297380761,435,2,870,7,0.8858447488584474,0.3350604490500863,0.4853680611423974,0.5876643680877809,0.166832897720556,0.7367343598649618,1.0,0.4123356319122191,0.833167102279444,0.6765483962807006,0.7853643216477217,High Risk,0,0.6105564825008672,-0.1510598574906639
Bihar,Bihar_City_1,Dowry Death,2022,Evening,Monsoon,23.52538495,73.17493299,2952,0.7135772,0.685675229,0.223211991,228,5,1140,5,0.41324200913242,0.4516407599309153,0.143352775543041,0.6431281587506232,0.6077590020169781,0.546071717997374,0.6,0.3568718412493767,0.3922409979830219,0.4399223694813639,0.4845934701630205,Medium Risk,0,0.13231251658929277,0.2694113749644556
Odisha,Odisha_City_1,Dowry Death,2023,Afternoon,Monsoon,19.33627388,85.23981372,7521,0.313419515,0.419632203,0.242848298,291,5,1455,3,0.5570776255707762,0.5876511226252159,0.3730893000804505,0.1420207508054982,0.2738068726189941,0.5965499741305552,0.2,0.8579792491945017,0.7261931273810058,0.5221822320054017,0.5891524201188952,Medium Risk,2,-0.16078435509862815,-0.4491252646553019
Arunachal Pradesh,Arunachal Pradesh_City_5,Kidnapping,2022,Morning,Winter,20.83879204,80.92793652,11643,0.302715432,0.28328772,0.292492139,187,4,748,2,0.319634703196347,0.2823834196891192,0.5803499597747385,0.1286162967924271,0.1026596295805045,0.7241673780259478,0.0,0.8713837032075729,0.8973403704194955,0.405600837084086,0.4409680217581287,Medium Risk,2,-0.4487408867983324,-0.5015469148740203
Meghalaya,Meghalaya_City_4,Rape,2019,Night,Monsoon,34.26021898,90.4060591,12423,0.2685266,0.9153527,0.084828257,342,5,1710,7,0.6735159817351598,0.697754749568221,0.619569589702333,0.0858024820728839,0.8960630469243371,0.1903342786958789,1.0,0.914197517927116,0.1039369530756628,0.6342315071505993,0.7315761270522152,High Risk,0,0.5979643571858831,-0.1443209403571025
Jammu and Kashmir,Jammu and Kashmir_City_4,Assault,2019,Evening,Monsoon,17.96325377,85.89751772,18288,0.615247833,0.254090051,0.322139038,173,3,519,5,0.2876712328767122,0.1835060449050086,0.9144710378117458,0.5199927647065103,0.0660090776656141,0.8003794560544975,0.6,0.4800072352934896,0.933990922334386,0.4899982495161731,0.5482439708312655,Medium Risk,2,0.06616282699512943,-0.21857769496309282
Chhattisgarh,Chhattisgarh_City_1,Stalking,2021,Evening,Summer,15.86327566,85.19154776,8358,0.626366229,0.459467002,0.139870746,229,3,687,5,0.415525114155251,0.2560449050086356,0.4151749798873692,0.5339160524726008,0.3238097467788703,0.3318297675344783,0.6,0.4660839475273992,0.6761902532211297,0.4062981779473067,0.4418543984937861,Medium Risk,0,0.11343749734050157,0.08765329955499404
Punjab,Punjab_City_5,Kidnapping,2022,Night,Winter,36.83004148,87.19333651,9786,0.57216449,0.248113874,0.229295758,201,4,804,7,0.3515981735159816,0.3065630397236614,0.4869770716009653,0.4660405774922608,0.0585074450732632,0.5617110105018451,1.0,0.5339594225077391,0.9414925549267368,0.5212672609170079,0.5879894177346586,Medium Risk,0,0.5095438857703168,-0.06811469893156187
Uttar Pradesh,Uttar Pradesh_City_1,Eve Teasing,2020,Night,Summer,13.08378533,88.01014183,307,0.527582282,0.538151291,0.330504513,170,2,340,7,0.2808219178082192,0.1062176165803108,0.0103580048270313,0.4102113993237835,0.4225786799728432,0.82188424255665,1.0,0.5897886006762165,0.5774213200271567,0.4294388164985018,0.4712680249451353,Medium Risk,0,0.46822028298739515,0.19658600276676919
Delhi,Delhi_City_2,Rape,2021,Night,Summer,16.72474014,96.45585486,10854,0.941742256,0.387713665,0.165733207,220,5,1100,7,0.3949771689497716,0.4343696027633851,0.5406777956556718,0.9288535217305052,0.2337409333134831,0.3983133446445943,1.0,0.0711464782694948,0.7662590666865168,0.5130217514383462,0.5775087071367269,Medium Risk,0,0.496292967677907,0.30982533278989477
Maharashtra,Maharashtra_City_1,Cyber Crime,2022,Evening,Monsoon,29.37822653,90.28939434,18852,0.873626636,0.616766382,0.253198418,302,2,604,5,0.5821917808219178,0.2202072538860103,0.9428298471440064,0.8435540434041671,0.5212607519556895,0.6231566068527449,0.6,0.1564459565958329,0.4787392480443104,0.5101154946513016,0.5738146192956888,Medium Risk,1,0.0822219949821279,0.12940744700883566
Himachal Pradesh,Himachal Pradesh_City_3,Stalking,2022,Morning,Winter,25.64610597,82.69831452,9815,0.766995758,0.228928304,0.128220059,217,3,651,2,0.3881278538812784,0.2405008635578583,0.4884352373290426,0.710022875855822,0.0344246414322684,0.3018798200971356,0.0,0.289977124144178,0.9655753585677316,0.3140603002428543,0.3246125828255713,Low Risk,1,-0.4660164447691846,-0.00890380746511632
Uttarakhand,Uttarakhand_City_1,Assault,2022,Morning,Monsoon,17.90856056,79.04637624,2917,0.949566258,0.643041793,0.129154481,271,3,813,2,0.5114155251141552,0.3104490500863557,0.1415929203539823,0.9386513227198264,0.5542431217106374,0.3042819007456241,0.0,0.0613486772801736,0.4457568782893626,0.2906229987258464,0.294821873709063,Low Risk,1,-0.4590661742452882,0.4146295423756007
Telangana,Telangana_City_3,Stalking,2023,Morning,Monsoon,20.96887367,85.41723567,4506,0.329411369,0.829020765,0.234089079,229,3,687,2,0.415525114155251,0.2560449050086356,0.2214903459372486,0.1620469474938784,0.7876943594914316,0.5740330059344159,0.0,0.8379530525061216,0.2123056405085683,0.3286594249255934,0.3431692531173073,Medium Risk,2,-0.4608440719915035,-0.07934740410934799
Nagaland,Nagaland_City_5,Cyber Crime,2019,Night,Summer,14.04680492,94.98726122,12429,0.631786095,0.702360042,0.272978484,289,2,578,7,0.5525114155251141,0.2089810017271157,0.6198712791633145,0.540703214395206,0.6287027151965041,0.6740044184030141,1.0,0.459296785604794,0.3712972848034959,0.5449905985102556,0.6181437018786888,Medium Risk,0,0.486679719458015,0.1194004116759595
West Bengal,West Bengal_City_4,Harassment,2021,Evening,Summer,31.3718366,90.91088265,7793,0.264735426,0.522384143,0.077674561,260,2,520,5,0.4863013698630136,0.1839378238341968,0.3867658889782783,0.0810548901924257,0.4027868713759391,0.171944563206764,0.6,0.9189451098075744,0.597213128624061,0.3978359837247268,0.4310982640305529,Medium Risk,2,0.14066028521662732,-0.1638815930685184
Bihar,Bihar_City_5,Eve Teasing,2020,Afternoon,Monsoon,14.4848186,95.76236375,16227,0.946184592,0.66013068,0.196948232,238,2,476,3,0.4360730593607306,0.1649395509499136,0.8108407079646017,0.934416547411697,0.5756940512407034,0.4785565404325628,0.2,0.065583452588303,0.4243059487592966,0.3576151745063857,0.379974356827129,Medium Risk,1,-0.34261205384459603,0.280527954914611
Meghalaya,Meghalaya_City_2,Assault,2021,Evening,Winter,12.03674271,94.04958719,8529,0.339870902,0.602052861,0.165478581,141,3,423,5,0.2146118721461186,0.142055267702936,0.4237731295253419,0.1751451576905574,0.5027915150703297,0.3976587879376653,0.6,0.8248548423094426,0.4972084849296703,0.3472960824674033,0.366857954793528,Medium Risk,2,0.06309438023972969,-0.018474168571468205
Tripura,Tripura_City_3,Human Trafficking,2020,Night,Monsoon,27.32289969,71.53109542,3064,0.220649526,0.308133031,0.385614894,271,5,1355,7,0.5114155251141552,0.5444732297063903,0.1489843121480289,0.0258472260539049,0.1338468575967921,0.9635542585996466,1.0,0.974152773946095,0.8661531424032078,0.6654190545273514,0.7712180265807902,High Risk,0,0.6189135219724095,-0.4481411873326219
Tripura,Tripura_City_5,Human Trafficking,2023,Morning,Monsoon,17.04266786,82.67811402,19520,0.284531747,0.712661052,0.094254891,377,5,1885,2,0.7534246575342465,0.7733160621761658,0.976417940466613,0.1058453252509443,0.6416331207634964,0.2145669435002005,0.0,0.8941546747490556,0.3583668792365035,0.5741380931985725,0.6551925291553485,Medium Risk,2,-0.3372384171230951,-0.5538105056657245
Jammu and Kashmir,Jammu and Kashmir_City_3,Harassment,2020,Evening,Monsoon,26.85583168,72.40872074,7254,0.651552873,0.353425964,0.092584587,398,2,796,5,0.8013698630136986,0.3031088082901554,0.3596641190667739,0.5654566534976107,0.1907010877168112,0.2102731609100079,0.6,0.4345433465023893,0.8092989122831888,0.4958191668084211,0.5556428283199901,Medium Risk,0,0.211083246981962,-0.03704278335870262
Tripura,Tripura_City_3,Cyber Crime,2021,Morning,Winter,9.675636269,88.15602164,5178,0.391344083,0.313799495,0.057340126,323,2,646,2,0.6301369863013698,0.2383419689119171,0.2552795655671762,0.2396037280903744,0.1409597210587985,0.1196716578048712,0.0,0.7603962719096256,0.8590402789412015,0.3415702715733114,0.359579985242373,Medium Risk,2,-0.38205206092603433,-0.26861189707184074
West Bengal,West Bengal_City_2,Human Trafficking,2022,Morning,Winter,15.69623487,73.15522525,8900,0.607537703,0.997357483,0.327448405,279,5,1395,2,0.5296803652968036,0.5617443868739205,0.4424275945293644,0.510337562759758,0.9990000504437212,0.8140280299605308,0.0,0.489662437240242,0.0009999495562786,0.4637362713295231,0.5148628688125525,Medium Risk,2,-0.43666640453110095,0.02999954768968413
Telangana,Telangana_City_1,Assault,2023,Afternoon,Summer,26.09297925,83.28420245,19786,0.779453976,0.833674907,0.167871387,310,3,930,3,0.6004566210045662,0.3609671848013817,0.9897928399034592,0.7256239890259848,0.7935364995948171,0.4038098770474971,0.2,0.2743760109740152,0.2064635004051829,0.4539486925679174,0.5024220632176627,Medium Risk,1,-0.2893567798494875,0.08725367372185591
Maharashtra,Maharashtra_City_4,Cyber Crime,2020,Evening,Summer,13.64405284,78.66502118,1649,0.341509716,0.509663008,0.385890687,306,2,612,5,0.5913242009132419,0.2236614853195164,0.077835880933226,0.1771974032588119,0.3868185891567718,0.9642632284529769,0.6,0.822802596741188,0.6131814108432281,0.5179686942986794,0.5837966723131458,Medium Risk,2,0.1796589962212326,-0.22821725592923542
Telangana,Telangana_City_3,Human Trafficking,2023,Morning,Winter,20.06846595,81.9589804,18777,0.832270189,0.665718584,0.275580183,126,5,630,2,0.1803652968036529,0.2314335060449049,0.9390587288817376,0.7917644046321666,0.5827083017840404,0.6806925002558512,0.0,0.2082355953678334,0.4172916982159595,0.3302358133178806,0.3451729704827722,Medium Risk,1,-0.5765048381472004,0.13290850166949303
Chhattisgarh,Chhattisgarh_City_2,Human Trafficking,2019,Morning,Summer,17.38151145,92.19479761,14928,0.980699004,0.84122969,0.384234891,196,5,980,2,0.3401826484018264,0.3825561312607944,0.7455249396621078,0.977638077779332,0.8030196869871815,0.9600067409885928,0.0,0.0223619222206679,0.1969803130128185,0.4102053117918293,0.446820682165862,Medium Risk,1,-0.5354681855490547,0.2649488620195129
Manipur,Manipur_City_4,Dowry Death,2023,Night,Summer,18.77084846,75.70968296,10734,0.563501868,0.875485666,0.048252207,340,5,1700,7,0.6689497716894977,0.6934369602763385,0.5346440064360418,0.4551925937619761,0.8460197095843018,0.0963097138813216,1.0,0.5448074062380239,0.1539802904156981,0.5934469255499476,0.679735619474079,High Risk,0,0.5821166320282115,0.14550533157745682
Himachal Pradesh,Himachal Pradesh_City_2,Eve Teasing,2019,Evening,Summer,17.41560188,89.38335524,7494,0.500710628,0.515581023,0.18918424,127,2,254,5,0.182648401826484,0.0690846286701209,0.3717316975060338,0.3765607026412038,0.3942472135442392,0.4585979618265159,0.6,0.6234392973587961,0.6057527864557608,0.3203557258394598,0.3326145788137613,Medium Risk,2,0.04291736625844478,0.10934823471312846
Bihar,Bihar_City_3,Human Trafficking,2022,Evening,Winter,35.73044353,71.86120512,116,0.726953717,0.954264913,0.32546455,97,5,485,5,0.1141552511415525,0.1688255613126079,0.0007542236524537,0.659879234670117,0.9449078393863576,0.808928214561378,0.6,0.340120765329883,0.0550921606136423,0.3019205039601685,0.3091819181849036,Low Risk,1,0.010159104453678847,0.5696984874157097
Haryana,Haryana_City_4,Human Trafficking,2019,Morning,Winter,15.38544804,92.3852758,18763,0.569181972,0.709761181,0.26714803,299,5,1495,2,0.5753424657534246,0.604922279792746,0.9383547868061142,0.4623056451889372,0.6379930400217089,0.6590163073297489,0.0,0.5376943548110629,0.3620069599782911,0.5327391769060842,0.6025711524105378,Medium Risk,2,-0.42009321472264727,-0.2898843501459103
Jharkhand,Jharkhand_City_2,Stalking,2021,Evening,Summer,26.46342078,85.80407396,7199,0.560495725,0.905967552,0.051220457,156,3,468,5,0.2488584474885844,0.1614853195164076,0.3568986323411102,0.451428076465145,0.8842822827132308,0.1039400734885184,0.6,0.548571923534855,0.1157177172867691,0.277081298049718,0.2776092750021421,Low Risk,1,0.035274140286642,0.4051937240293829
Bihar,Bihar_City_1,Dowry Death,2022,Afternoon,Winter,27.7266056,69.20851412,3556,0.257667469,0.257005382,0.014722305,285,5,1425,3,0.5433789954337899,0.5746977547495682,0.1737228479485116,0.0722038653477132,0.0696685646666001,0.0101157578957859,0.2,0.9277961346522868,0.9303314353334,0.4213152145243429,0.4609422686623635,Medium Risk,2,-0.1365729168794167,-0.3907420993839867
Madhya Pradesh,Madhya Pradesh_City_5,Domestic Violence,2023,Evening,Winter,22.74879939,79.24026171,10242,0.437228465,0.479762584,0.312114877,144,4,576,5,0.2214611872146118,0.2081174438687392,0.5099054706355591,0.2970635860190905,0.3492858997462155,0.7746107528824475,0.6,0.7029364139809096,0.6507141002537844,0.4322593434784954,0.4748531432555892,Medium Risk,2,0.07257860304254338,-0.12102391121007389
Madhya Pradesh,Madhya Pradesh_City_1,Rape,2019,Night,Winter,18.29039945,79.95179698,9064,0.728242176,0.81149813,0.113368107,185,5,925,7,0.3150684931506848,0.3588082901554404,0.4506737731295253,0.6614927394806858,0.7656989651415207,0.2637005108648185,1.0,0.3385072605193142,0.2343010348584793,0.4317320645380963,0.4741829290022421,Medium Risk,0,0.4537362530887804,0.440471539761935
West Bengal,West Bengal_City_3,Human Trafficking,2022,Night,Monsoon,10.38297836,96.06794101,17730,0.82598794,0.382273934,0.390636431,248,5,1240,7,0.458904109589041,0.4948186528497409,0.8864139179404665,0.7838973021611597,0.2269126778312206,0.976462919625788,1.0,0.2161026978388402,0.7730873221687794,0.6730010213479913,0.7808553207002003,High Risk,0,0.5089529775212912,-0.057640555191977416
Rajasthan,Rajasthan_City_4,Kidnapping,2019,Night,Winter,15.5606857,70.00837488,12604,0.624241707,0.233560979,0.387710623,341,4,1364,7,0.6712328767123287,0.5483592400690847,0.6286705551086081,0.5312555669878789,0.0402398349531044,0.9689416639426032,1.0,0.4687444330121211,0.9597601650468957,0.7345315642005554,0.8590656258657243,High Risk,0,0.6028502809101238,-0.3195142635969267
Karnataka,Karnataka_City_2,Human Trafficking,2022,Evening,Winter,16.49183906,96.41913955,880,0.665938127,0.798458544,0.326590217,294,5,1470,5,0.5639269406392694,0.5941278065630397,0.0391693483507642,0.5834709453999947,0.749330945364268,0.8118219209567135,0.6,0.4165290546000053,0.2506690546357319,0.5385638152409477,0.6099747396459054,Medium Risk,0,0.18530338964074222,0.17579421105793674
Maharashtra,Maharashtra_City_1,Domestic Violence,2022,Night,Monsoon,11.71477664,77.80975767,12332,0.497733619,0.545661506,0.181367946,309,4,1236,7,0.5981735159817351,0.4930915371329879,0.6149939662107803,0.3728326691200701,0.4320059231116528,0.4385049325952939,1.0,0.6271673308799299,0.5679940768883471,0.6098494701774667,0.7005845826285774,High Risk,0,0.5639560856395761,-0.11269757116338991
