state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count
Uttarakhand,Uttarakhand_City_2,Stalking,2019,Afternoon,Winter,30.22281806,82.44050918,7837,0.674386161,0.630146817,0.011837846,223
Meghalaya,Meghalaya_City_2,Assault,2019,Night,Monsoon,24.42336352,90.13555245,17953,0.382936601,0.905996084,0.017847472,387
Meghalaya,Meghalaya_City_5,Human Trafficking,2023,Evening,Winter,20.95639261,68.20579944,5487,0.910033526,0.713012567,0.17132138,226
Kerala,Kerala_City_2,Human Trafficking,2019,Morning,Winter,28.37625772,95.72342171,1412,0.97517429,0.946462122,0.349561873,117
Rajasthan,Rajasthan_City_4,Assault,2022,Morning,Summer,11.66746312,92.43408054,16272,0.728375777,0.576653135,0.087582614,125
Nagaland,Nagaland_City_4,Cyber Crime,2019,Evening,Monsoon,24.73485731,86.63621012,18780,0.637291952,0.548837579,0.301982148,174
Arunachal Pradesh,Arunachal Pradesh_City_1,Kidnapping,2019,Afternoon,Monsoon,11.84159967,87.49619692,8953,0.629286007,0.947857632,0.335633142,225
Bihar,Bihar_City_1,Domestic Violence,2023,Night,Winter,9.168157895,91.3401517,5395,0.883695221,0.841762407,0.146016886,250
Gujarat,Gujarat_City_5,Domestic Violence,2023,Afternoon,Monsoon,12.62934995,93.99216501,14930,0.733629486,0.92926151,0.144791866,171
Telangana,Telangana_City_5,Rape,2019,Evening,Monsoon,9.125184187,73.41640332,1748,0.494962339,0.752020659,0.161001477,371
Manipur,Manipur_City_4,Assault,2020,Afternoon,Monsoon,32.24076384,70.93700759,19713,0.366585447,0.400386357,0.324303279,331
Madhya Pradesh,Madhya Pradesh_City_5,Cyber Crime,2020,Night,Summer,13.55411834,82.62364036,11763,0.393079763,0.262828994,0.148997847,245
Delhi,Delhi_City_3,Eve Teasing,2021,Evening,Summer,23.9700258,91.68700772,11414,0.834129981,0.683042463,0.202403219,170
Tripura,Tripura_City_4,Cyber Crime,2023,Afternoon,Monsoon,25.88965792,68.08443982,3788,0.427430631,0.668622617,0.238839484,281
Nagaland,Nagaland_City_2,Rape,2023,Evening,Summer,15.68404479,81.01034516,12616,0.890371237,0.412817101,0.240418191,86
Manipur,Manipur_City_4,Rape,2019,Morning,Summer,26.73536138,72.36771764,1825,0.262661644,0.750575136,0.316152666,125
Punjab,Punjab_City_1,Eve Teasing,2020,Evening,Winter,13.95042714,82.12539379,10155,0.863543096,0.442143368,0.192421983,85
Jharkhand,Jharkhand_City_2,Domestic Violence,2021,Morning,Monsoon,22.22302381,71.47265687,1509,0.39757233,0.919689991,0.365221446,327
Uttarakhand,Uttarakhand_City_3,Eve Teasing,2023,Afternoon,Winter,16.22861979,80.66086993,1344,0.304811695,0.680765756,0.023376182,187
Arunachal Pradesh,Arunachal Pradesh_City_4,Cyber Crime,2020,Afternoon,Summer,13.30476485,78.58637943,13375,0.215557007,0.978369308,0.096365848,191
Kerala,Kerala_City_5,Domestic Violence,2020,Evening,Summer,13.29612878,84.64528008,19268,0.645367405,0.790636408,0.140887605,230
