state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count,severity_weight,severity_score,time_severity,norm_crime_count,norm_severity_score,norm_population_density,norm_police_presence_index,norm_street_lighting_index,norm_repeat_offender_rate,norm_time_severity,police_risk,lighting_risk,risk_index,final_risk_index,risk_level
Mizoram,Mizoram_City_5,Assault,2021,Afternoon,Summer,31.39109093,81.81801813,15788,0.247577255,0.202534279,0.259677342,382,3,1146,3,0.7648401826484018,0.4542314335060449,0.7887670957361222,0.0595681440491167,0.0012933807311004686,0.6398117133928602,0.20000000000000007,0.9404318559508833,0.9987066192688996,0.606573294382142,0.6964202977572053,High Risk
Bihar,Bihar_City_3,Dowry Death,2020,Afternoon,Winter,33.89961595,69.81127021,16265,0.404838052,0.22463204,0.388897887,329,5,1645,3,0.6438356164383561,0.6696891191709844,0.8127514078841512,0.2565018861964267,0.02903172986894903,0.9719937152417454,0.20000000000000007,0.7434981138035732,0.9709682701310509,0.6711787011737433,0.7785390041144887,High Risk
Arunachal Pradesh,Arunachal Pradesh_City_3,Rape,2023,Night,Winter,34.8650956,68.55436674,3520,0.224439566,0.897638671,0.215618211,290,5,1450,7,0.5547945205479451,0.5854922279792746,0.1719127111826227,0.030593397854674853,0.8738274040897545,0.5265506964601252,1.0,0.9694066021453251,0.12617259591024554,0.5860245226218644,0.670301143989963,High Risk
West Bengal,West Bengal_City_2,Cyber Crime,2023,Evening,Winter,18.40275024,91.32867902,16006,0.368563971,0.965958415,0.013456681,103,2,206,5,0.1278538812785388,0.048359240069084625,0.7997284794851166,0.21107676658263863,0.9595861790208633,0.006862269730200585,0.6,0.7889232334173614,0.040413820979136705,0.25652232146477255,0.2514771500759528,Low Risk
Tripura,Tripura_City_2,Dowry Death,2023,Night,Summer,13.8188795,96.84481061,11690,0.201854038,0.235329549,0.143295138,236,5,1180,7,0.43150684931506844,0.4689119170984456,0.5827131938857603,0.002310108997803262,0.042459843221576754,0.34063271283760566,1.0,0.9976898910021967,0.9575401567784232,0.5822324203066264,0.6654810747114535,High Risk
Delhi,Delhi_City_3,Dowry Death,2019,Morning,Summer,10.00185669,68.16430862,13035,0.815138226,0.726832413,0.308785214,222,5,1110,2,0.3995433789954338,0.4386873920552677,0.6503419147224456,0.7703104781083219,0.6594218080054524,0.7660513235686168,0.0,0.22968952189167813,0.34057819199454764,0.41801296846452374,0.45674484637260804,Medium Risk
Mizoram,Mizoram_City_4,Domestic Violence,2020,Evening,Winter,28.30099391,71.02771976,11628,0.778519589,0.424267569,0.278088482,162,4,648,5,0.2625570776255708,0.2392055267702936,0.5795957361222848,0.7244538796787467,0.27962544403397654,0.6871404825256642,0.6,0.27554612032125325,0.7203745559660235,0.42626733090440805,0.4672368098015198,Medium Risk
Arunachal Pradesh,Arunachal Pradesh_City_3,Dowry Death,2023,Night,Summer,18.11579549,71.21894486,287,0.661632532,0.758205021,0.012374612,231,5,1155,7,0.4200913242009132,0.4581174438687392,0.009352373290426388,0.5780791570350867,0.6988024653520886,0.00408063894108248,1.0,0.4219208429649133,0.30119753464791144,0.40725544406825936,0.44307116129114543,Medium Risk
Nagaland,Nagaland_City_1,Assault,2022,Afternoon,Summer,16.68740466,70.22900018,12549,0.835612436,0.765669182,0.029588144,66,3,198,3,0.04337899543378995,0.044905008635578586,0.6259050683829445,0.7959498165176895,0.7081718989267893,0.04833076587445706,0.20000000000000007,0.20405018348231052,0.29182810107321067,0.1467050369645812,0.11189048408814857,Low Risk
Telangana,Telangana_City_3,Rape,2021,Morning,Summer,27.33877821,74.12226166,3051,0.434012073,0.321863672,0.113805525,247,5,1235,2,0.45662100456621,0.4926597582037996,0.14833065164923573,0.29303577918575324,0.15108232837342234,0.2648249635351329,0.0,0.7069642208142468,0.8489176716265776,0.3696710950097371,0.3952984085566535,Medium Risk
Arunachal Pradesh,Arunachal Pradesh_City_5,Eve Teasing,2020,Evening,Monsoon,17.32337534,81.8166726,2468,0.63918436,0.37541917,0.02313098,185,2,370,5,0.31506849315068486,0.11917098445595856,0.11901649235720033,0.5499678756435364,0.21830819355385173,0.031731596881735706,0.6,0.45003212435646356,0.7816918064461482,0.27680745470977186,0.2772611979303039,Low Risk
Jharkhand,Jharkhand_City_1,Rape,2023,Night,Monsoon,26.78670593,71.56469968,10676,0.775833163,0.893546775,0.187039271,189,5,945,7,0.32420091324200906,0.36744386873920554,0.5317276749798874,0.7210897359425184,0.8686910267036578,0.45308397721730537,1.0,0.27891026405748165,0.13130897329634217,0.4645575214435794,0.51590674424514,Medium Risk
Himachal Pradesh,Himachal Pradesh_City_5,Human Trafficking,2019,Afternoon,Winter,15.01601873,88.70462634,9303,0.442555248,0.431976095,0.229682683,379,5,1895,3,0.7579908675799086,0.7776338514680483,0.4626910699919549,0.30373418244113887,0.28930161826385364,0.5627056628697437,0.20000000000000007,0.6962658175588612,0.7106983817361463,0.6149293461563966,0.7070415165689639,High Risk
Madhya Pradesh,Madhya Pradesh_City_3,Cyber Crime,2023,Evening,Winter,12.14340288,90.48503836,5685,0.521156505,0.326899316,0.353976946,367,2,734,5,0.730593607305936,0.2763385146804836,0.2807723250201126,0.4021645603470351,0.1574033511868156,0.8822238718486007,0.6,0.5978354396529648,0.8425966488131844,0.5741654481992138,0.6552272995774637,Medium Risk
Gujarat,Gujarat_City_5,Eve Teasing,2022,Morning,Winter,26.25717321,69.57562901,14127,0.52195731,0.282198602,0.083725415,277,2,554,2,0.5251141552511415,0.19861830742659758,0.705249396621078,0.40316738831426385,0.10129250757496217,0.1874992476001423,0.0,0.5968326116857361,0.8987074924250378,0.3543599476771026,0.37583669978887946,Medium Risk
Arunachal Pradesh,Arunachal Pradesh_City_2,Cyber Crime,2022,Night,Winter,28.73612285,85.21108713,14187,0.203055938,0.397459095,0.298952582,370,2,740,7,0.7374429223744291,0.27892918825561314,0.7082662912308929,0.0038152181489850556,0.24597394370030307,0.7407749762106686,1.0,0.996184781851015,0.754026056299697,0.6735464451197357,0.7815485985042799,High Risk
Punjab,Punjab_City_5,Stalking,2021,Evening,Winter,10.95487925,78.44678365,5893,0.450678334,0.831145977,0.357830136,227,3,681,5,0.410958904109589,0.25345423143350604,0.2912308930008045,0.3139065188039288,0.790362044803439,0.89212911073847,0.6,0.6860934811960713,0.20963795519656103,0.4638323116162564,0.5149849437981672,Medium Risk
Madhya Pradesh,Madhya Pradesh_City_5,Kidnapping,2023,Evening,Monsoon,20.24915114,78.94209618,16027,0.971262733,0.27143162,0.277937514,335,4,1340,5,0.6575342465753424,0.5379965457685665,0.8007843925985518,0.9658212728578479,0.08777718781578236,0.6867523952253426,0.6,0.03417872714215209,0.9122228121842176,0.6192940735959522,0.7125894387745252,High Risk
Uttarakhand,Uttarakhand_City_5,Eve Teasing,2022,Evening,Summer,19.24181536,86.34864448,6418,0.333562471,0.770436841,0.269890311,127,2,254,5,0.18264840182648404,0.0690846286701209,0.3176287208366854,0.16724526815923269,0.7141565319360885,0.6660657776149281,0.6,0.8327547318407673,0.2858434680639115,0.34053590634529296,0.3582652232333692,Medium Risk
Uttarakhand,Uttarakhand_City_1,Cyber Crime,2021,Morning,Summer,30.07009592,95.57240852,12818,0.955185844,0.415174425,0.195408577,280,2,560,2,0.5319634703196346,0.2012089810017271,0.6394308125502816,0.9456885889769635,0.268211219623063,0.4745986119154169,0.0,0.05431141102303649,0.731788780376937,0.3577309954426799,0.38012157462096247,Medium Risk
Odisha,Odisha_City_3,Harassment,2023,Night,Summer,26.68032742,69.39739436,17608,0.59885664,0.508096096,0.347669864,297,2,594,7,0.5707762557077625,0.21588946459412778,0.8802795655671761,0.49946648582882697,0.3848517133215105,0.8660105125520192,1.0,0.5005335141711731,0.6151482866784894,0.6203800535574762,0.7139698072916362,High Risk
Rajasthan,Rajasthan_City_5,Human Trafficking,2020,Morning,Monsoon,30.35263793,68.0835563,5674,0.814054103,0.533203546,0.330650156,116,5,580,2,0.15753424657534246,0.2098445595854922,0.28021922767497986,0.7689528581330272,0.41636799291477217,0.8222586410959478,0.0,0.23104714186697284,0.5836320070852279,0.2839393779197088,0.2863264501580113,Low Risk
Meghalaya,Meghalaya_City_2,Eve Teasing,2023,Night,Winter,14.14782759,87.06325098,2105,0.372592543,0.74225056,0.247023328,311,2,622,7,0.6027397260273972,0.22797927461139894,0.1007642799678198,0.2161216460097083,0.6787755309706285,0.6072825540247133,1.0,0.7838783539902917,0.3212244690293715,0.5141037024111712,0.5788839544827733,Medium Risk
Uttarakhand,Uttarakhand_City_2,Harassment,2023,Morning,Winter,11.96142621,86.89755305,14709,0.78967724,0.979673449,0.030357465,69,2,138,2,0.0502283105022831,0.018998272884283247,0.7345132743362831,0.7384263254943664,0.9768020590156492,0.05030842809407071,0.0,0.2615736745056336,0.023197940984350796,0.11254281826887971,0.06846753630554432,Low Risk
Andhra Pradesh,Andhra Pradesh_City_4,Cyber Crime,2022,Afternoon,Summer,28.68299962,73.77724297,8647,0.268273069,0.234405561,0.270077998,202,2,404,3,0.3538812785388128,0.13385146804835923,0.4297063555913113,0.0854849915759971,0.041300001654678564,0.6665482569558179,0.20000000000000007,0.9145150084240029,0.9586999983453215,0.38854681108776307,0.4192909730009095,Medium Risk
Tamil Nadu,Tamil Nadu_City_2,Rape,2023,Night,Monsoon,11.23385416,82.95999518,2200,0.750435555,0.393511107,0.365316794,436,5,2180,7,0.8881278538812785,0.9006908462867012,0.10554102976669348,0.6892849500044791,0.2410182077080441,0.9113747581051327,1.0,0.3107150499955209,0.758981792291956,0.797949833848808,0.9396753847320501,High Risk
Telangana,Telangana_City_1,Stalking,2023,Afternoon,Monsoon,11.60668357,79.99563757,8678,0.523431798,0.624750143,0.242101353,158,3,474,3,0.2534246575342466,0.16407599309153711,0.43126508447304907,0.40501385256429107,0.5312824165963352,0.5946298329844935,0.20000000000000007,0.594986147435709,0.46871758340366476,0.3198813325933936,0.33201158656270624,Medium Risk
Karnataka,Karnataka_City_4,Eve Teasing,2022,Evening,Winter,21.45875962,95.94147799,19743,0.518118064,0.809847226,0.187418367,354,2,708,5,0.7009132420091323,0.2651122625215889,0.9876307320997586,0.3983595970768579,0.7636266578364923,0.4540585038931749,0.6,0.6016404029231421,0.2363733421635077,0.5402789121809649,0.6121547668136914,Medium Risk
Manipur,Manipur_City_5,Cyber Crime,2023,Evening,Monsoon,30.41472297,83.11758538,2845,0.885703648,0.660284323,0.039790129,271,2,542,5,0.5114155251141552,0.1934369602763385,0.13797264682220434,0.8586777818850164,0.5758869125526067,0.07455659397425572,0.6,0.14132221811498358,0.4241130874473933,0.319465640404101,0.33148320811076576,Medium Risk
Tripura,Tripura_City_3,Human Trafficking,2022,Afternoon,Winter,18.66427587,73.27043653,18008,0.473442964,0.791221246,0.09707272,213,5,1065,3,0.37899543378995426,0.4192573402417962,0.9003921962992759,0.3424140925923213,0.7402462829526031,0.22181062195773876,0.20000000000000007,0.6575859074076786,0.2597537170473969,0.39874098765427984,0.4322485973483645,Medium Risk
Himachal Pradesh,Himachal Pradesh_City_5,Kidnapping,2020,Evening,Summer,24.54883909,84.47468286,17456,0.979355555,0.877648662,0.019202036,294,4,1176,5,0.5639269406392694,0.4671848013816926,0.8726367658889782,0.9759557103743517,0.8487348234925285,0.021631620263681935,0.6,0.024044289625648307,0.1512651765074715,0.44705182844034663,0.4936555901281118,Medium Risk
Tamil Nadu,Tamil Nadu_City_2,Dowry Death,2021,Night,Summer,30.71275399,90.63090758,13867,0.365675935,0.321862229,0.360787533,366,5,1830,7,0.728310502283105,0.7495682210708117,0.6921761866452132,0.20746015171239768,0.1510805170388801,0.8997315709797721,1.0,0.7925398482876023,0.84891948296112,0.8057200017124025,0.94955189762509,High Risk
Nagaland,Nagaland_City_3,Kidnapping,2019,Night,Summer,25.49546237,81.72862556,5343,0.579047863,0.24627556,0.383538022,284,4,1136,7,0.5410958904109588,0.44991364421416236,0.26357602574416733,0.47466045243468374,0.05619989022383781,0.9582153281799993,1.0,0.5253395475653162,0.9438001097761621,0.6412992683247708,0.7405598241340614,High Risk
Uttarakhand,Uttarakhand_City_3,Stalking,2021,Morning,Summer,23.3913833,86.87776272,16761,0.492544599,0.380305014,0.086374903,144,3,432,2,0.22146118721461186,0.1459412780656304,0.8376910699919549,0.36633458983921013,0.22444117900450722,0.19431017869252087,0.0,0.6336654101607899,0.7755588209954928,0.27522746168094836,0.27525289877975384,Low Risk
Tamil Nadu,Tamil Nadu_City_1,Cyber Crime,2022,Evening,Monsoon,32.56863873,77.13926413,8752,0.848899016,0.708763766,0.161384625,130,2,260,5,0.18949771689497716,0.07167530224525043,0.4349859211584875,0.812588266593328,0.636741028765667,0.3871346216794186,0.6,0.18741173340667205,0.36325897123433304,0.28439557538486865,0.2869063140973135,Low Risk
Meghalaya,Meghalaya_City_2,Domestic Violence,2023,Evening,Monsoon,34.60708945,76.42463066,10015,0.631050407,0.248503141,0.279099898,383,4,1532,5,0.7671232876712328,0.6208981001727115,0.4984915526950925,0.5397819308098706,0.058996074846833724,0.6897404885199276,0.6,0.4602180691901294,0.9410039251531663,0.6603766752256492,0.7648087539551381,High Risk
Tamil Nadu,Tamil Nadu_City_3,Stalking,2019,Afternoon,Winter,8.227406132,86.29673192,14894,0.235651059,0.532513749,0.127747513,358,3,1074,3,0.7100456621004566,0.4231433506044905,0.7438153660498793,0.044633268653169966,0.41550212102755973,0.3006650653052743,0.20000000000000007,0.95536673134683,0.5844978789724402,0.5097717800929794,0.5733777302443339,Medium Risk
Arunachal Pradesh,Arunachal Pradesh_City_5,Domestic Violence,2020,Morning,Winter,15.01490553,82.51750356,6520,0.969848162,0.696726872,0.372177512,256,4,1024,2,0.47716894977168944,0.4015544041450777,0.32275744167337084,0.964049841160455,0.6216316442308594,0.9290113269600363,0.0,0.035950158839545,0.37836835576914063,0.41202420742096857,0.44913264587728396,Medium Risk
Maharashtra,Maharashtra_City_3,Dowry Death,2019,Afternoon,Winter,23.85892959,73.22893013,11586,0.235119954,0.332599824,0.183761239,383,5,1915,3,0.7671232876712328,0.7862694300518135,0.5774839098954143,0.04396817921499835,0.1645589485872535,0.44465727361622776,0.20000000000000007,0.9560318207850016,0.8354410514127465,0.6323688050726246,0.7292084817951283,High Risk
Nagaland,Nagaland_City_2,Rape,2022,Night,Monsoon,27.55612039,71.97297283,6574,0.834514299,0.883027937,0.104371081,219,5,1095,7,0.3926940639269406,0.43221070811744383,0.32547264682220434,0.7945746471625423,0.85548719121243,0.24057222188130994,1.0,0.20542535283745766,0.14451280878757,0.4423561990567644,0.48768706474204215,Medium Risk
Gujarat,Gujarat_City_3,Cyber Crime,2021,Morning,Winter,26.45962076,82.44884401,19227,0.769378245,0.984914985,0.232120514,182,2,364,2,0.3082191780821918,0.11658031088082901,0.9616854384553499,0.7130064044241486,0.9833815290165513,0.5689724959166811,0.0,0.28699359557585136,0.016618470983448708,0.3028948938017574,0.3104204466185541,Low Risk
Rajasthan,Rajasthan_City_5,Domestic Violence,2023,Morning,Winter,21.3099409,94.66223473,6202,0.25846525,0.697874612,0.392659356,377,4,1508,2,0.7534246575342465,0.6105354058721935,0.30676790024135153,0.07320290643577304,0.6230723518590882,0.9816631706856342,0.0,0.9267970935642269,0.37692764814091184,0.5841025185638472,0.6678581211116,High Risk
Maharashtra,Maharashtra_City_2,Harassment,2022,Night,Winter,32.05235718,89.2315556,1396,0.968108484,0.617167711,0.391150084,346,2,692,7,0.6826484018264839,0.25820379965457685,0.06511464199517297,0.9618712861409779,0.5217645226282543,0.977783346511433,1.0,0.038128713859022056,0.47823547737174565,0.564210226108036,0.642573405728238,Medium Risk
Jammu and Kashmir,Jammu and Kashmir_City_3,Harassment,2019,Evening,Monsoon,12.68847165,81.83010309,3523,0.44799995,0.385631863,0.188711514,240,2,480,5,0.44063926940639264,0.16666666666666666,0.17206355591311343,0.3105524458621041,0.23112773866847497,0.45738274431597203,0.6,0.6894475541378959,0.7688722613315251,0.40055624203044304,0.4345559327322398,Medium Risk
Punjab,Punjab_City_1,Cyber Crime,2021,Night,Monsoon,35.84486576,90.143793,8377,0.682451445,0.868326265,0.315924135,317,2,634,7,0.6164383561643835,0.23316062176165803,0.416130329847144,0.6041501583446456,0.8370328278565167,0.7844030575658775,1.0,0.3958498416553544,0.16296717214348333,0.5496140867910482,0.6240205300782461,Medium Risk
Nagaland,Nagaland_City_5,Dowry Death,2020,Night,Summer,9.335645292,91.43429919,5067,0.878433672,0.783089154,0.047205718,215,5,1075,7,0.3835616438356164,0.42357512953367876,0.24969831053901848,0.8495737737258748,0.7300384249204204,0.09361954715177538,1.0,0.15042622627412516,0.26996157507957963,0.41181634653667715,0.44886843785247643,Medium Risk
Gujarat,Gujarat_City_1,Cyber Crime,2020,Night,Monsoon,8.845923146,81.94581425,18160,0.200354225,0.921106477,0.06998474,428,2,856,7,0.8698630136986301,0.3290155440414508,0.9080349959774738,0.0004319308870107119,0.9032855105615956,0.15217665297515504,1.0,0.9995680691129893,0.09671448943840444,0.6181637649066106,0.7111527248528476,High Risk
Himachal Pradesh,Himachal Pradesh_City_2,Harassment,2021,Evening,Monsoon,36.80439545,69.30242767,9271,0.272577362,0.226094359,0.032504142,278,2,556,5,0.5273972602739726,0.19948186528497408,0.46108205953338693,0.09087514947904057,0.030867314703670934,0.05582680338944622,0.6,0.9091248505209595,0.9691326852963291,0.4201148846423567,0.45941655213172305,Medium Risk
Sikkim,Sikkim_City_2,Stalking,2023,Night,Summer,18.35651362,90.83892349,8407,0.509058538,0.659073003,0.172085519,249,3,747,7,0.46118721461187207,0.2819516407599309,0.41763877715205144,0.3870145804465475,0.5743663957419824,0.41464297486344764,1.0,0.6129854195534525,0.42563360425801755,0.49167598897824655,0.5503765136178848,Medium Risk
Mizoram,Mizoram_City_3,Assault,2022,Morning,Winter,13.55619543,94.62893351,12702,0.376682226,0.231143971,0.024047339,420,3,1260,2,0.8515981735159817,0.503454231433506,0.6335981496379726,0.22124305320559218,0.037205870934171825,0.03408724371043654,0.0,0.7787569467944078,0.9627941290658282,0.4943135565507465,0.5537290756980568,Medium Risk
Chhattisgarh,Chhattisgarh_City_4,Cyber Crime,2020,Morning,Summer,33.13634028,76.19188358,19264,0.545104519,0.775327918,0.22969661,230,2,460,2,0.4178082191780822,0.15803108808290156,0.9635458567980691,0.4321540561653488,0.720296086141879,0.5627414644424715,0.0,0.5678459438346513,0.279703913858121,0.36710312504606224,0.39203431067609107,Medium Risk
Madhya Pradesh,Madhya Pradesh_City_2,Dowry Death,2021,Evening,Summer,22.98425317,90.00451136,10742,0.31505148,0.544082301,0.362465453,277,5,1385,5,0.5251141552511415,0.5574265975820379,0.5350462590506838,0.14406441954325383,0.43002361641323955,0.9040449317115526,0.6,0.8559355804567461,0.5699763835867604,0.6210421520722715,0.7148113881471125,High Risk
